sid,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url
38672189,北新泾街道图书馆,0,0.0,,,121.375699737,31.2241096411,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38672188,黄浦区工人文化宫,0,0.0,,,121.5024910549,31.2133348609,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38671491,共和新路街道社区文化活动中心,0,0.0,,,121.4524024915,31.2732289789,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38671482,上海国际农展中心,0,0.0,,,121.3820483658,31.1968768806,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38671417,南翔图书馆,0,0.0,,,121.3161347043,31.3044210448,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38671416,春申文化广场,0,0.0,,,121.3955940487,31.1113812948,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38671259,高行镇图书馆,0,0.0,,,121.6180474044,31.3020471532,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38669772,大桥街道图书馆,0,0.0,,,121.548449468,31.2736446166,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38669185,曹路镇图书馆,0,0.0,,,121.676505279,31.2806636605,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38669031,周浦镇文化中心图书馆,0,86.0,,,121.5957315243,31.1169149218,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38668368,新川沙图书馆少年儿童图书馆,0,0.0,,,121.7019278452,31.1983993248,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38667956,安亭镇图书馆,0,0.0,,,121.1708710164,31.3022535201,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38667955,江湾镇社区文化活动中心,0,86.0,,,121.4866836155,31.3104117044,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38667265,徐汇区文化馆,0,0.0,,,121.443096,31.140713,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38667180,浦兴路街道图书馆,0,92.0,,,121.607698581,31.2775269187,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38667083,南京西路街道图书馆,0,86.0,,,121.4665652947,31.2312884683,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38653990,飞天自控翼龙,0,0.0,,,121.378774,31.347848,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38636837,苏州河华政段,0,0.0,,,121.4267506612,31.2310905401,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38636831,中国航海博物馆(上海浦东机场),0,0.0,,,121.8108432802,31.1576268027,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38636349,广福讲寺,0,0.0,,,121.7578229807,31.5242812932,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38635756,沪东来客厅,0,0.0,,,121.5876393071,31.2802553406,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38634406,薛公馆,0,0.0,,,121.4888709607,31.2681702972,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38634389,华藏禅寺,0,0.0,,,121.2617245387,31.4629510066,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38634305,拉普达艺术中心,0,0.0,,,121.4520533984,31.2249497553,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38634293,虹桥基金小镇,0,0.0,,,121.3953383596,31.1886355254,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38632092,长风冰雪嘉年华,0,0.0,,,121.4018532556,31.2283967499,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38632078,樱花岛,0,0.0,,,121.5601169387,31.221518955,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38631978,城市不眠书店(杨高中路店),0,86.0,,,121.5634946519,31.2385263274,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38631443,静安区图书艺术分馆文献中心,0,0.0,,,121.4517935537,31.2979068801,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38627467,与点YUDIAN,0,0.0,,,121.4555182999,31.222553618,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38627464,上海市浦东新区青少年活动中心,0,0.0,,,121.5494564164,31.196322375,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38627421,法华禅寺,0,0.0,,,121.3718743985,31.2098765636,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38625468,洛克公园(安亭店),0,0.0,,,121.1703732553,31.3109286677,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38624228,宝山生态园林区公共运动场,0,0.0,,,121.3754176475,31.3388186137,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38624080,Voyage UCCA LabVoyage UCCA Lab,0,100.0,,,121.4612,31.234634,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38623283,PEARLONA COMMON ROOM大客厅,0,0.0,,,121.4557256145,31.2542219758,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38621290,崇庆教寺观音禅院,0,0.0,,,121.5785556978,31.1908148255,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38621279,洛克公园(马陆店),0,0.0,,,121.2836617178,31.325754557,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38621136,申园,0,94.0,,,121.4887939659,31.1888350416,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38620769,市北绿地,0,0.0,,,121.4634478337,31.3054185264,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38619409,地藏古寺,0,60.0,,,121.2751031295,31.0139235597,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38619402,嘉禧国际艺术中心(JIAXI),0,0.0,,,121.4951669172,31.2462760842,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38616180,活力森林区,0,0.0,,,121.5112994113,31.0653462615,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38615219,Rink on the Bund | BFC外滩冰之梦,0,80.0,,,121.5040929599,31.2324115805,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38613955,木文化博物馆,0,0.0,,,121.4518269771,31.2548266661,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38612217,五维空间W-SPACE,0,0.0,,,121.5540069675,31.3144634729,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38611639,苏州河十八湾,0,100.0,,,121.3859815098,31.2258914061,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38611630,宝山万达金街,0,0.0,,,121.4523113297,31.3301781028,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38611500,南翔污水厂公园,0,0.0,,,121.3408284162,31.3366050925,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38611490,世界港口小镇,0,80.0,,,121.4191073749,31.2392653641,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38608027,林峰国际象棋图书馆,0,0.0,,,121.5269562818,31.2405275315,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38607376,洛克公园(梅州路店),0,0.0,,,121.4110146457,31.0974859663,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38606109,闵行市民文化广场,0,0.0,,,121.3808728904,31.110800976,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38605395,默空间,0,0.0,,,121.4417210354,31.2288028977,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38605386,5号望江驿,0,0.0,,,121.510921,31.249425,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38602026,徐汇区爱国主义教育基地,0,0.0,,,121.4538607776,31.2165201702,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38600598,舢板船博物馆,0,0.0,,,121.3804890425,30.7366180126,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38599711,广富林水下博物馆,0,94.0,,,121.204593,31.068654,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38599699,浦东新区六一主题园,0,0.0,,,121.6429795865,31.1758351461,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38599695,丁家花园,0,0.0,,,121.7106628834,31.2010079462,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38599691,虹溪公园,0,0.0,,,121.3940688374,31.1811797963,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38599552,康桥生态园汤巷绿地,0,100.0,,,121.6061209565,31.14987576,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38597368,海派艺术馆,0,0.0,,,121.36478112,31.1664110411,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38596330,青浦区青少年活动中心(公园路店),0,0.0,,,121.1319280051,31.1562902409,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38596065,M50创意园(武威东路店),0,0.0,,,121.3861103866,31.2832169978,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38596060,孙科故宅,0,100.0,,,121.4334946412,31.2161712578,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38596046,东方尚博时尚园区,0,0.0,,,121.5185221379,31.1945468607,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591383,珀德画廊BirdGallery,0,100.0,,,121.4561295311,31.254251302,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591368,星空梦幻展(豫园店),0,0.0,,,121.4976949863,31.2341524216,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591359,月浦镇图书馆,0,0.0,,,121.4333765029,31.4163867183,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591355,我嘉书房(双创街店),0,0.0,,,121.2478362898,31.3988410335,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591353,张江科学城书房,0,0.0,,,121.6350026218,31.2258751822,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591341,粲画廊,0,0.0,,,121.444724844,31.2114472036,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591335,艺博画廊,0,100.0,,,121.5091408028,31.2397635473,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591308,我嘉书房(外冈邻里中心店),0,0.0,,,121.1839094667,31.3591387636,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591292,航头镇文化中心图书馆,0,100.0,,,121.5939995875,31.0356758238,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591284,上海原色艺术空间,0,0.0,,,121.4555471503,31.2542955346,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591267,世博会展中心,0,0.0,,,121.4801985831,31.1883629607,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591248,厘米空间CM space,0,100.0,,,121.4554481318,31.2540474502,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591242,光明田原生态农业园,0,0.0,,,121.4017756321,31.7549210986,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591240,魔脱喜剧脱口秀(上海广场店),0,0.0,,,121.4844052329,31.2312512432,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591212,艺space空间,0,0.0,,,121.448494609,31.1986646888,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591139,三茶蝴蝶屋,0,0.0,,,121.6830909286,31.145293754,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591131,Gallery Func,0,86.0,,,121.4574612807,31.2244633741,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591129,一见图书馆(碧云馆),0,0.0,,,121.5895587401,31.2457187396,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591123,华泾镇图书馆,0,0.0,,,121.4604326537,31.1256603418,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591116,九亭图书馆,0,0.0,,,121.3392569374,31.1233617527,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591110,多伦文化艺术空间,0,0.0,,,121.4880838978,31.2701369019,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591102,五峰书院(大道潍坊店),0,0.0,,,121.5277151914,31.2295968467,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591051,我嘉书房(安亭新镇店),0,0.0,,,121.1779103773,31.2748408909,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591042,静安文化馆尚·空间艺术展厅,0,0.0,,,121.4501192544,31.2252156889,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591041,赵巷镇图书馆,0,0.0,,,121.2032369379,31.1576325927,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591026,四方俱乐部,0,80.0,,,121.4621620158,31.2283804829,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591025,龙马跃影 SIMON MA马兴文艺术作品巡回展,0,0.0,,,121.5184186138,31.2481520665,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591018,上海档案馆新馆,0,0.0,,,121.5630474903,31.2060089497,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38591006,颛桥图书馆,0,0.0,,,121.4114207182,31.0757174834,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590990,马陆镇图书馆,0,0.0,,,121.2890177269,31.3369559962,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590988,悠贝亲子图书馆,0,0.0,,,121.6616756262,31.2204627799,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590984,五峰书院(海科路店),0,0.0,,,121.6160364459,31.1883863033,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590954,闵行区图书馆,0,88.0,,,121.3956917543,31.1110611271,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590944,新虹图书馆,0,0.0,,,121.3164341682,31.2158466141,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590414,北外滩街道图书馆,0,0.0,,,121.5092631102,31.262416877,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590301,顾村镇图书馆,0,0.0,,,121.4313039445,31.3521514475,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590224,静安图书馆(闻喜分馆),0,0.0,,,121.4568085873,31.3146857986,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590164,张堰镇图书馆,0,80.0,,,121.2933551455,30.8120536058,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590161,大场体育中心图书馆,0,80.0,,,121.4184584502,31.303759218,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590139,虹口区图书馆(乍浦分馆),0,0.0,,,121.4936156501,31.254545128,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590095,上海市崇明区图书馆,0,0.0,,,121.434848,31.625456,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38590070,陆家嘴社区图书馆,0,0.0,,,121.5273232421,31.2410262364,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38359323,曹炳麟旧居,0,90.0,,,121.4056125451,31.630106744,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38346858,叠翠公园,0,86.0,,,121.4157556719,31.1233068482,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38341117,Mao Space,0,0.0,,,121.4707540227,31.2149828685,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38341081,惠董艺术馆,0,0.0,,,121.4635588316,31.2115410082,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340883,上海科普公园,0,0.0,,,121.4421582494,31.3523911352,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340782,金矿镇,0,80.0,,,121.22094049,31.1016122936,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340773,江湾民间文化陈列馆,0,0.0,,,121.4890000093,31.3030050931,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340659,大方禅院,0,0.0,,,121.0556624767,30.9136482139,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340595,又新印刷所旧址,0,0.0,,,121.4845427905,31.2223787346,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340551,白林寺,0,0.0,,,121.5513682815,31.2797308871,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340450,世博文化公园,0,80.0,,,121.483719,31.187285,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340284,长美绿地,0,90.0,,,121.64797,31.172478,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340254,古美路街道图书馆,0,0.0,,,121.411901,31.148137,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340223,金山图书馆,0,0.0,,,121.3460659055,30.7481601206,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340222,佳能影像乐天地,0,0.0,,,121.486264469,31.2316576212,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340211,高境镇图书馆,0,0.0,,,121.4807796828,31.3288062129,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340209,五角场镇图书馆,0,0.0,,,121.54220209,31.3119276211,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340191,百禧公园,0,88.0,,,121.4181129154,31.2472790294,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340177,星云文教馆,0,80.0,,,121.3392920551,31.1688706724,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340176,浩清图书馆,0,0.0,,,121.431441559,31.1786400108,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340136,上钢图书馆,0,0.0,,,121.4993674828,31.1814933828,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
38340133,江浦社区图书馆,0,98.0,,,121.5238156809,31.272136888,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
