景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率
狮子坝失考石刻Unknown Stone Carvings in Shiziba Village,0,0.0,,,118.9123830292,32.0669570196,0,0.0
毗卢宝殿Vairocana Palace,0,100.0,,,118.801576,32.067147,1,0.0
宗诚老师太纪念堂Memorial Hall of Senior Nun Zongcheng,0,100.0,,,118.802,32.0673,0,0.0
开心兔儿童主题乐园,0,0.0,,,118.754,32.2276,0,0.0
弘阳·旭日学府休闲广场Hongyang·xuri Xuefu Leisure Square,0,86.0,,,118.723937,32.180324,0,0.0
欢乐淘气堡,0,0.0,,,118.768,32.2378,0,0.0
溧水温州商贸文化广场Lishui Wenzhou Shangmao Culture Square,0,0.0,,,119.033,31.6584,0,0.0
南京北站广场Nanjing North Railway Station Square,0,88.0,,,118.804527,32.09472,7,0.0
泰山街道文化广场Taishanjiedao Culture Square,0,0.0,,,118.724,32.1072,0,0.0
灵顺广场Lingshun Square,0,0.0,,,118.982,31.8759,0,0.0
淘气包儿童主题乐园,0,0.0,,,118.819,32.1814,0,0.0
马集文化体育公园Maji Wenhua Tiyu Park,0,0.0,,,118.816,32.5331,0,0.0
炎帝庵Yan Emperor Nunnery,0,0.0,,,118.788,32.0243,0,0.0
果乐桃儿童乐园,0,0.0,,,118.75,32.0976,0,0.0
米米乐儿童乐园,0,0.0,,,118.769,32.1153,0,0.0
游乐设施,0,0.0,,,118.761,32.0936,0,0.0
润子儿童乐园,0,0.0,,,118.726,32.125,0,0.0
萧景墓神道石刻Stone Carving of Xiao Jing Tomb,0,80.0,,,118.9146820939,32.139119479,3,0.0
糖乐乐儿童乐园(建宁路店),0,0.0,,,118.75,32.0981,0,0.0
德云庵Deyun Nunnery,0,0.0,,,118.967,32.1594,0,0.0
梅娘像Statue of Mei Niang,0,0.0,,,118.848,32.0556,0,0.0
"岁寒三友“Pine, Bamboo and Plum Blossom” Scenic Spot",0,0.0,,,118.84,32.0515,0,0.0
白虎雕塑White Tiger Sculpture,0,0.0,,,118.834,32.0442,0,0.0
鲜花植物园Xianhua Botanical Garden,0,0.0,,,118.822,32.0803,0,0.0
江苏省绿色建筑与生态智慧城区展示中心Jiangsusheng Lvse Jianzhu Yu Shengtai Zhihui Chengqu Zhanshi Center,0,0.0,,,118.746,32.0246,0,0.0
伏龟楼遗址Fuguilou Ruins,0,0.0,,,118.801,32.0145,0,0.0
朱雀雕塑Sculpture of Rosefinch,0,0.0,,,118.833,32.0375,0,0.0
奇乐儿游乐场(乐购士店),0,0.0,,,118.779,32.0741,0,0.0
晨光厂史三号陈列馆Chenguang Changshi San Hao Exhibition Hall,0,0.0,,,118.794,32.0124,0,0.0
星动乐,0,0.0,,,118.736,31.9992,0,0.0
麒麟科技生态中央公园Qilin Keji Shengtai Zhongyang Park,0,100.0,,,118.902,32.0204,3,0.0
水母宫Shuimu Temple,0,0.0,,,118.851513,32.059253,0,0.0
告天石刻,0,0.0,,,118.843,32.0532,0,0.0
袁守谦旧居Former Residence of Yuan Shouqian,0,0.0,,,118.7771448415,32.0689666631,0,0.0
卞公遗址Biangong Ruins,0,0.0,,,118.781,32.0415,0,0.0
基督教聚会点,0,0.0,,,118.772,32.0362,0,0.0
毛泽东诗词手书精选展,0,0.0,,,118.792,32.0275,0,0.0
药学博物馆Jiangsuyaoxue Museum,0,0.0,,,118.9214186647,31.9082296123,0,0.0
江浦县基督教堂Jiangpuxian Christ Church,0,0.0,,,118.645,32.0569,0,0.0
庙宇,0,0.0,,,119.193,31.3577,0,0.0
护国岩山茶业,0,0.0,,,118.643,32.1831,0,0.0
滨江村文化广场Binjiangcun Culture Square,0,0.0,,,118.88,32.2438,0,0.0
海棠花园-休闲广场Haitang Huayuan- Leisure Square,0,0.0,,,118.747,32.2213,0,0.0
新华中路文化休闲广场Xinhuazhonglu Culture Leisure Square,0,0.0,,,118.76,32.2323,0,0.0
敬文广场Jingwen Square,0,0.0,,,118.918,32.1084,0,0.0
乐拓士休闲广场Letashi Leisure Square,0,0.0,,,118.956,32.1077,0,0.0
漪水园,0,0.0,,,118.948,32.1337,0,0.0
仙林街道人口文化广场Xianlin Jie Dao Renkou Culture Square,0,0.0,,,118.917,32.1035,0,0.0
顶山广场Ding Mountain Square,0,0.0,,,118.692,32.1138,0,0.0
宜兴紫砂壶,0,0.0,,,118.881,31.7347,0,0.0
东部山庄-浪漫平台,0,0.0,,,118.936,32.1404,0,0.0
茶艺文化广场Chayi Culture Square,0,80.0,,,118.821,32.1091,0,0.0
竹镇基督教堂Zhuzhen Christ Church,0,0.0,,,118.699,32.5218,0,0.0
基督教会Christ Church,0,0.0,,,119.209,32.2069,0,0.0
中央公园Zhongyang Park,0,92.0,,,118.847,32.3313,4,0.0
梁新渝宽侯萧暎墓石刻Liangxin Yukuanhou Xiao Ying Tomb Stone Inscription,0,70.0,,,118.921,32.1535,2,0.0
封至圣夫人碑,0,0.0,,,118.795,32.027,1,0.0
挂龙松,0,0.0,,,118.876,32.0632,0,0.0
浙江庆和昌记支店旧址Zhejiang Qinghe Changji Zhidian Site,0,94.0,,,118.797625,32.036908,2,0.0
欢乐喷球车,0,0.0,,,118.817,32.0759,0,0.0
游乐设施店,0,0.0,,,118.748,32.062,0,0.0
钰缘泉博物馆Nanjing Yuyuanquan Museum,0,0.0,,,118.7749890972,32.0255549988,0,0.0
翠竹林Bamboo Forest,0,96.0,,,118.8128597618,32.0817034656,2,0.0
台菱花架,0,0.0,,,118.805,32.0723,0,0.0
灵芝培植示范园Ganoderma Lucidum Cultivation Demonstration Garden,0,0.0,,,118.844,32.0623,0,0.0
泥塘失考墓石刻Stone Carvings of Unknown Tomb in Nitang,0,0.0,,,118.87,31.9704,0,0.0
阿布溜溜(缤润汇店),0,0.0,,,118.737,31.9985,0,0.0
古戏苑Ancient Theatre,0,0.0,,,118.786,32.0213,0,0.0
历史馆,0,86.0,,,118.832084,32.047457,8,0.0
孙垄基督教堂Sunlong Christ Church,0,0.0,,,118.518,31.9942,0,0.0
东方魅力,0,0.0,,,118.739,32.013,0,0.0
韩恢墓,0,0.0,,,118.843425,32.045715,0,0.0
贝儿乐儿童乐园,0,0.0,,,118.859,32.0238,0,0.0
2号公园2Hao Park,0,0.0,,,118.7139950421,32.0008514756,0,0.0
茶壶店遗址Chahudian Ruins,0,0.0,,,118.525,31.9969,0,0.0
任仲琅旧居Former Residence of Ren Zhonglang,0,0.0,,,118.7739382501,32.0701833206,0,0.0
"罗廊巷太平天国建筑及壁画Buildings and Murals of Taiping Heavenly Kingdom, Luolang Lane",0,0.0,,,118.777,32.0453,0,0.0
清风园Qingfeng Garden,0,0.0,,,118.891,31.939,0,0.0
南京秦淮河房车露营公园Nanjing Qinhuaihe Fang Che Luying Park,0,0.0,,,118.774,32.0313,0,0.0
龟山公园Xiang Mountain Park,0,92.0,,,118.912,32.0962,11,0.0
"明外郭-秦淮新河百里风光带Qinhuai New River Scenic Belt, Mingwaiguo, Nanjing",0,0.0,,,118.903,32.1006,0,0.0
基督教顶山中心点,0,0.0,,,118.715,32.1036,0,0.0
基督教西门点Christian Ximen Church,0,0.0,,,118.701,32.1227,0,0.0
小漓江生态湿地Xiaolijiang Ecology Wetland,0,60.0,,,118.91433,32.175542,1,0.0
红楼梦缘雨花石展馆Honglou Mengyuan River Stone Exhibition Hall,0,80.0,,,118.936,32.328,0,0.0
杜鹃园Rhododendron Garden,0,0.0,,,118.800076,32.084347,0,0.0
梅园Plum Garden,0,0.0,,,118.84572,31.961329,0,0.0
儿童贝乐龙乐园,0,0.0,,,118.75,32.1367,0,0.0
金陵桂花王Osmanthus King in Jinling,0,60.0,,,118.873,32.0614,1,0.0
观音阁大石壁Great Stonewall of Guanyin Pavilion,0,94.0,,,118.853,32.0452,2,0.0
"南京碧瑶感恩圣母堂Santa Maria delle Grazie, Biyao Garden, Nanjing",0,0.0,,,118.72,32.0118,0,0.0
钟山风景名胜区-环境综合整治纪念碑Zhong Shan Fengjing Mingshengqu-Huanjing Zonghe Zhengzhi Monument,0,86.0,,,118.839,32.0515,2,0.0
张国兴艺术工作室Zhang Guoxing Art Studio,0,0.0,,,118.788,32.0084,0,0.0
3号公园3Hao Park,0,0.0,,,118.711,31.9976,0,0.0
江宁新天地公园Jiangningxin Tiandi Park,0,0.0,,,118.877336,31.971878,0,0.0
链歌Mini K,0,0.0,,,118.825,31.9586,0,0.0
carreracarrera,0,0.0,,,118.739,32.0128,0,0.0
半遮堂艺术空间Banzhetang Art Space,0,0.0,,,118.779,32.0432,0,0.0
清如亭Qingru Pavilion,0,0.0,,,118.83,32.0606,0,0.0
曹雪芹像Statue of Cao Xueqin,0,0.0,,,118.848,32.0573,0,0.0
东善桥基督教堂Dongshanqiao Christ Church,0,0.0,,,118.786,31.877,0,0.0
公余联欢社旧址Gongyu Lianhuanshe Site,0,0.0,,,118.794798521,32.0528361638,0,0.0
端木赐,0,0.0,,,118.795,32.0267,0,0.0
中轴线传达窗Central Axis Transmission Window,0,0.0,,,118.8041273339,32.0501328925,0,0.0
南京军区南京总医院-院史馆,0,96.0,,,118.815,32.0474,1,0.0
江南花卉园Jiangnan Flower Garden,0,0.0,,,118.902,31.3255,0,0.0
宝塔山遗址公园Baota Mountain Relics Park,0,80.0,,,118.985235,31.866046,2,0.0
国民政府行政院办公厅(南楼)General Office of the Executive Yuan of the National Government (South Building),0,90.0,,,118.804891,32.050515,0,0.0
咪哒mini K,0,0.0,,,118.81,32.0328,0,0.0
真如禅寺Zhenruchan Temple,0,0.0,,,119.0246132042,31.3566808119,0,0.0
濑渚公园Laizhuzhou Park,0,0.0,,,118.903472,31.326214,0,0.0
铁古庙,0,0.0,,,118.784,32.101,0,0.0
原始谷洞藏老酒,0,0.0,,,118.794,32.0555,0,0.0
芭贝乐儿童主题乐园,0,0.0,,,118.867,32.0246,0,0.0
天河船配,0,0.0,,,118.873,31.3259,0,0.0
桃源村糕点文化博物馆Taoyuancun Gaodian Culture Museum,0,96.0,,,118.793893,32.018015,4,0.0
花拉公园Huala Park,0,0.0,,,118.775,32.0778,0,0.0
砂子船艺术商业广场Shazi Chuan Yishu Shangye Square,0,0.0,,,118.835959,31.873232,0,0.0
鲁迅先生读书旧址Former School of Lu Xun,0,0.0,,,118.768,32.0841,0,0.0
白云亭文化艺术中心Baiyunting Culture Art Center,0,98.0,,,118.744726,32.084286,6,0.0
另肋韩国芝士肋排(新街口店),0,0.0,,,118.792,32.0477,0,0.0
明寺洞,0,0.0,,,118.85,31.9582,0,0.0
沾化冬枣,0,100.0,,,118.778,32.0711,0,0.0
"浦口区江浦街道人口文化园Population Cultural Park, Jiangpu Street, Pukou District",0,0.0,,,118.649,32.0711,0,0.0
厂史陈列馆,0,0.0,,,118.793,32.0124,0,0.0
"尖角营51号民国建筑群Building Complex of the Republic of China, No. 51 Jianjiaoying",0,0.0,,,118.792,32.062,0,0.0
万寿宫Wanshougong,0,98.0,,,118.840857,32.351008,10,0.0
校史陈列室University History Museum,0,0.0,,,118.645,32.0938,0,0.0
同进文化广场Tongjin Culture Square,0,0.0,,,118.723,32.0059,0,0.0
南京市示范文化广场Nanjingshi Shifan Culture Square,0,60.0,,,118.794,31.9948,1,0.0
复地·宴南都休闲广场Fude·yan Nandou Leisure Square,0,80.0,,,118.81,31.9868,0,0.0
美丽翠苑休闲广场Meilicuiyuan Leisure Square,0,0.0,,,118.855,32.0044,0,0.0
小天使儿童乐园,0,0.0,,,118.885,31.3347,0,0.0
甘霖广场Ganlin Square,0,0.0,,,118.877,31.3348,0,0.0
平安广场Ping'an Square,0,0.0,,,118.781,31.8741,0,0.0
"沿江街道法治文化园Legal Culture Park, Yanjiang Street",0,0.0,,,118.723,32.1802,0,0.0
豆豆屋儿童乐园,0,0.0,,,118.94,32.4261,0,0.0
定水庵遗址Dingshui'an Ruins,0,0.0,,,119.06,32.1743,0,0.0
大悲禅寺Dabeichan Temple,0,0.0,,,118.8842875363,32.4116339819,0,0.0
"江宁区土桥烈士陵园Tuqiao Martyrs Cemetery, Jiangning District",0,0.0,,,119.048325,31.938398,0,0.0
"下马坊遗址公园观音阁Guanyin Pavilion, Xiamafang Site Park",0,94.0,,,118.853313,32.045311,0,0.0
中山陵园史迹陈列Exhibition Hall of Historical Relics in Zhongshan Cemetery,0,70.0,,,118.841,32.0527,0,0.0
小教堂Xiao Church,0,0.0,,,118.713,32.025,0,0.0
"南京清石源奇石馆Qingshiyuan Rare Stone Museum, Nanjing",0,0.0,,,118.769,32.0549,0,0.0
基督教华山点,0,0.0,,,118.603,32.0468,0,0.0
白衣庵民警微博物馆Baiyi'an Minjingwei Museum,0,0.0,,,118.7884780435,32.034277133,0,0.0
大观厅Grand View Hall,0,98.0,,,118.831,32.0466,10,0.0
禾草园Grass Garden,0,0.0,,,118.84,32.0553,0,0.0
"福建长乐天妃灵应之记碑Monument toTianfei Lingying Zhiji in Changle, Fujian",0,0.0,,,118.741,32.0684,0,0.0
中央地址调查所陈列室旧址Zhongyang Dizhi Diaocha Suo Chenlieshi Site,0,80.0,,,118.813,32.0514,2,0.0
高淳工商联会所旧址Gaochun Gongshanglian Huisuo Site,0,0.0,,,118.875,31.326,0,0.0
文峰宫Wenfeng Palace,0,0.0,,,118.885,32.3366,0,0.0
基督教堂(南京市防汛机动抢险队西南)Christ Church (nanjingshifangxunjidongqiangxianduixinan),0,0.0,,,118.718,31.9601,0,0.0
基督教铜井堂Christian Tongjing Church,0,0.0,,,118.5538763968,31.7933725062,0,0.0
中山大街馥和祥烟店旧址Zhong Shan Dajie Fu He Xiangyandian Site,0,0.0,,,118.875,31.3255,0,0.0
纸厂教会,0,0.0,,,119.021,32.2237,0,0.0
宏公上人纪念堂Memorial Hall of Master Hong,0,0.0,,,118.7534203235,31.894441265,0,0.0
秣陵基督教堂Moling Christ Church,0,80.0,,,118.8588167124,31.8386687654,0,0.0
双塘基督教堂Shuangtang Christ Church,0,0.0,,,118.722,31.8671,0,0.0
药王殿Medicine King Palace,0,0.0,,,118.753,32.0978,0,0.0
地堡城站,0,0.0,,,118.83,32.0646,0,0.0
天恩堂Heavenly Church,0,0.0,,,118.904,31.3313,0,0.0
祠山庙Cishan Temple,0,0.0,,,119.101,31.4788,0,0.0
小茅山华严寺Xiaomaoshan Huayan Temple,0,0.0,,,119.038,31.362,0,0.0
八百桥公园Babaiqiao Park,0,0.0,,,118.9401730983,32.4254230517,0,0.0
地藏古寺Decanggu Temple,0,0.0,,,118.752233,32.100202,0,0.0
镝楼遗址Dilou Ruins,0,0.0,,,118.788,32.0185,0,0.0
奇石公园Qishi Park （South Gate）,0,0.0,,,118.9336249003,32.0537461623,0,0.0
宝船博览苑北区North District of Treasure Ship Expo Park,0,92.0,,,118.736,32.0657,4,0.0
福润市民健身广场Furun Shimin Jianshen Square,0,0.0,,,118.74,31.958,0,0.0
新联创业园-休闲文化区Xinlian Pioneering Park—Leisure and Cultural Zone,0,0.0,,,118.78,32.0782,0,0.0
福殿靴下屋,0,0.0,,,118.79,32.0465,0,0.0
摄山星城市人民活动广场She Shan Xingchengshi Renmin Huodong Square,0,100.0,,,119.0126339041,32.1463617137,0,0.0
苗苗乐园,0,0.0,,,118.728,32.312,0,0.0
"中科院紫金山天文台陨石馆Meteorite Museum, Zijin Mountain Observatory, Chinese Academy of Sciences",0,0.0,,,118.8355285013,32.0701964012,0,0.0
南祖师庵South Patriarch Nunnery,0,0.0,,,118.76,32.0905,0,0.0
圣保罗堂聚会点Gathering Place of St. Paul's Cathedral,0,0.0,,,118.799,32.0046,0,0.0
君临国际广场Junlin International Square,0,86.0,,,118.789,32.0562,3,0.0
奥体中心西便门广场Aoti Zhongxin Xibianmen Square,0,96.0,,,118.724717,32.014086,10,0.0
西塘人口文化园Xitang Population Cultural Park,0,0.0,,,118.758,31.7967,0,0.0
"尧化街道青田雅居社区-人口文化园Population Cultural Park, Qingtian Yaju Community, Yaohua Street",0,0.0,,,118.881,32.1301,1,0.0
南京市文化广电新闻出版局南京市明城墙垣史博物馆Nanjingshi Wenhua Guangdian Xinwen Chubanju Nanjingshi Ming Chengqiang Yuanshi Museum,0,0.0,,,118.803,32.069,0,0.0
乐山路人口文化园Leshan Road Population Culture Garden,0,98.0,,,118.723214,32.012542,9,0.0
南京化工职业技术学院-校史陈列馆Nanjing Huagong Zhiye Jishu Xueyuan-Xiaoshi Exhibition Hall,0,0.0,,,118.76,32.2423,0,0.0
儿童水育馆,0,0.0,,,118.946,31.3672,0,0.0
美加乐儿童成长主题乐园,0,0.0,,,118.811,32.0014,0,0.0
红土山广场Hongtu Mountain Square,0,0.0,,,118.769,32.0508,0,0.0
北门立体广场Beimenliti Square,0,0.0,,,118.627,32.068,0,0.0
下河街广场Xiahe Street Square,0,0.0,,,118.639,32.0603,0,0.0
三牌楼大街广场Sanpailouda Street Square,0,0.0,,,118.774,32.084,0,0.0
哈利路亚城北教会Halilu Yacheng Bei Church,0,0.0,,,118.78,32.0984,0,0.0
南广场South Square,0,96.0,,,118.72,31.9949,3,0.0
桥林人口文化广场Qiaolinrenkou Culture Square,0,0.0,,,118.544361,31.951625,0,0.0
卡通乐乐园,0,0.0,,,118.758,32.0521,0,0.0
童爱岛儿童游乐场,0,0.0,,,118.885,32.0039,0,0.0
工人新村文化广场Gongrenxincun Culture Square,0,0.0,,,118.786,32.0859,0,0.0
南湖中心广场东区East District of Nanhu Central Plaza,0,50.0,,,118.763,32.0333,2,0.0
油坊社区廉政文化主题广场Youfang Shequ Lianzheng Culture Theme Square,0,0.0,,,118.74,31.9719,0,0.0
市集广场Shiji Square,0,0.0,,,118.714,32.0081,0,0.0
蓝岸尚城中心广场Lan'anshangcheng Center Square,0,0.0,,,118.766,31.9677,0,0.0
登台问天广场Dengtaiwentian Square,0,0.0,,,118.79,32.0035,0,0.0
三江学院-共青团林,0,0.0,,,118.759,31.9652,0,0.0
娃娃机,0,0.0,,,118.858,31.9548,0,0.0
梁武广场Liangwu Square,0,0.0,,,118.849,31.9842,0,0.0
市民休闲娱乐广场Shimin Xiuxian Yule Square,0,0.0,,,118.87398,31.772828,0,0.0
南京金和园盆景文化旅游景区Nanjing Jinheyuan Penjing Culture Tourism Sceneic Area,0,0.0,,,118.68,31.7635,0,0.0
晓山市民广场Xiaoshanshimin Square,0,0.0,,,118.751,32.2245,0,0.0
洪蓝文化休闲广场Honglan Culture Leisure Square,0,0.0,,,118.994,31.6141,0,0.0
奇乐儿儿童主题乐园,0,0.0,,,118.835,32.1172,0,0.0
祥和雅苑人口文化风情园Xianghe Yayuan Population Cultural Customs Park,0,0.0,,,118.832,32.1344,0,0.0
三元广场Sanyuan Square,0,0.0,,,118.876,32.1129,0,0.0
强胜邻里广场Qiangshenglinli Square,0,0.0,,,118.741,32.1562,0,0.0
文澜路广场Wenlanlu Square,0,0.0,,,118.923,32.1067,0,0.0
南京交通安全主题广场Nanjing Jiaotong Anquan Theme Square,0,0.0,,,118.763,32.1026,0,0.0
思源林Siyuan Forest,0,0.0,,,118.709,32.1067,0,0.0
南京解放革命斗争遗址Nanjing Jiefang Geming Douzheng Ruins,0,0.0,,,118.7987775653,32.044533593,0,0.0
话雨亭Huayu Pavilion,0,100.0,,,118.801,32.024,0,0.0
现代观赏温室Modern Ornamental Greenhouse,0,0.0,,,118.79,32.0055,0,0.0
羊山公园真人CS基地(羊山公园店),0,0.0,,,118.95,32.1178,0,0.0
文韵生辉馆,0,0.0,,,118.794,32.0175,0,0.0
思源亭Siyuan Pavilion,0,0.0,,,118.8462451962,31.9607529761,0,0.0
排头基督教堂Paitou Christ Church,0,0.0,,,118.834,31.9519,0,0.0
华彩书香南京站,0,0.0,,,118.792,32.0176,0,0.0
枭镭(办公地点),0,0.0,,,118.793,31.9334,0,0.0
基督教淳化教堂Jidu Jiaochunhua Church,0,0.0,,,118.95,31.9447,0,0.0
砖墙基督教堂Zhuanqiang Christ Church,0,0.0,,,118.6506413274,31.8635815462,0,0.0
灵岩寺遗址Lingyan Temple Ruins,0,0.0,,,118.882,31.9041,0,0.0
徐辉祖塑像Statue of Xu Huizu,0,0.0,,,118.80068,32.024375,0,0.0
自动兑币机,0,0.0,,,118.794,32.0296,0,0.0
咪哒,0,0.0,,,118.748,32.0628,0,0.0
金陵古琴馆Jinling Museum of Chinese Zithers,0,0.0,,,118.796095,32.025072,0,0.0
"江南贡院-科举程序展区Imperial Examination Procedure Exhibition Area, Jiangnan Examination Compound",0,88.0,,,118.796774,32.026446,10,0.0
城东公园Chengdong Park,0,100.0,,,118.869282,31.964002,2,0.0
大脑公园(江宁店)Danao Park (jiangning),0,0.0,,,118.873,31.9901,0,0.0
世界轮滑博物馆Shijielunhua Museum,0,0.0,,,118.712,31.9973,0,0.0
四点钟公园Sidianzhong Park,0,0.0,,,118.73,32.0153,0,0.0
卡尔菲王国,0,0.0,,,118.826,31.9507,0,0.0
革命烈士殉难处Sacrifice Site of Revolutionary Martyrs,0,0.0,,,118.785,32.0066,0,0.0
童画城墙展览,0,0.0,,,118.788,32.0187,0,0.0
周子黑坑,0,0.0,,,119.051,31.8845,0,0.0
"南京国际青年文化公园观演亭Performance Viewing Pavilion, International Youth Cultural Park, Nanjing",0,98.0,,,118.713,32.0083,3,0.0
南京雕塑公园Nanjingdiaosu Park,0,100.0,,,118.7066582252,31.8722730194,0,0.0
智趣堡儿童乐园,0,0.0,,,118.534,31.947,0,0.0
方山国防工事遗址Fang Shan Guofang Gongshi Ruins,0,0.0,,,118.877374,31.904333,0,0.0
垦荒人历史纪念馆Kenhuangren Lishi Memorial Hall,0,0.0,,,118.6483304364,31.9420042915,0,0.0
李元龙先进事迹陈列馆Liyuanlong Xianjin Shiji Exhibition Hall,0,90.0,,,118.68545,32.527797,0,0.0
文石公园Wenshi Park,0,0.0,,,118.8475089205,32.3312253473,0,0.0
萧融墓神道石刻Stone Carving of Xiao Rong Tomb,0,90.0,,,118.9368057103,32.1572938487,4,0.0
"十月村毛泽东塑像Statue of Mao Zedong, Shiyue Village",0,90.0,,,118.9145289913,32.1421890236,0,0.0
创新公园Chuangxin Park,0,0.0,,,118.884,32.1432,0,0.0
中国社会主义青年团第二次全国代表大会旧址Zhongguo Shehuizhuyi Qingniantuan Di'er Ci Quanguo Daibiaodahui Site,0,0.0,,,118.797672,32.063886,0,0.0
高志航塑像Gao Zhihang Statue,0,0.0,,,118.853,32.095,0,0.0
悠学堂,0,0.0,,,118.75,32.0982,0,0.0
西北文化协会旧址Xibei Wenhua Xiehui Site,0,0.0,,,118.763,32.0893,0,0.0
烈与豪,0,0.0,,,118.79,32.0787,0,0.0
"历史馆-1展厅Exhibition Hall 1, History Museum",0,0.0,,,118.832,32.0476,0,0.0
玄武雕塑Black Tortoise Sculpture,0,0.0,,,118.836,32.0442,0,0.0
游戏体验区,0,0.0,,,118.779,32.0739,0,0.0
下河街游园Xiahe Street Amusement Park,0,0.0,,,118.64,32.0602,0,0.0
儿童乐园,0,0.0,,,118.638,32.0518,0,0.0
红枫岗Red Maple Hillock,0,100.0,,,118.842198,32.060786,2,0.0
朱自清俞平伯同游秦淮河雕像Statue of Zhu Ziqing and Yu Pingbo visiting the Qinhuai River,0,0.0,,,118.804,32.0297,0,0.0
太白亭Taibai Pavilion,0,0.0,,,118.845,31.9619,0,0.0
机器人展示体验馆Jiqiren Zhanshi Experience Hall,0,0.0,,,118.896,32.016,0,0.0
风华广场Fenghua Square,0,0.0,,,118.916,31.9177,0,0.0
般若台遗址Boretai Ruins,0,0.0,,,118.968,32.1597,0,0.0
花旗基督教会Huaqi Christ Church,0,0.0,,,118.662,32.1696,0,0.0
自然乐园,0,0.0,,,118.73,32.144,0,0.0
奇乐儿主题乐园,0,0.0,,,118.736,32.1385,0,0.0
基督教盘城教会Jidujiao Pancheng Church,0,0.0,,,118.72,32.2189,0,0.0
咪哒,0,0.0,,,118.826,32.1246,0,0.0
萌之岛儿童游乐园,0,0.0,,,118.773,32.1131,0,0.0
动、植物科普园Animal and Plant Science Park,0,0.0,,,118.615,32.1103,0,0.0
古清溪Ancient Qingxi Temple,0,0.0,,,118.83,32.049,0,0.0
悟园Wuyuan Garden,0,0.0,,,118.986,32.0703,0,0.0
梅兰芳纪念亭Mei Lanfang Memorial Pavilion,0,0.0,,,118.8067272996,32.0819863833,0,0.0
乐悠悠儿童乐园（江浦店）,0,0.0,,,118.635,32.0652,0,0.0
黄仁霖旧居Former Residence of Huang Renlin,0,0.0,,,118.776819,32.069666,0,0.0
游乐设施,0,0.0,,,118.877,31.3287,0,0.0
沐霞亭Muxia Pavilion,0,0.0,,,118.787,32.0947,0,0.0
南京金箔博物馆Zhongguo Nanjing Jinbo Museum,0,100.0,,,119.0869270419,32.2113027794,0,0.0
游乐设施,0,0.0,,,118.737,32.1379,0,0.0
游乐设施,0,0.0,,,118.75,32.098,0,0.0
观道博物馆Guandao Museum,0,0.0,,,118.812,32.1096,0,0.0
神爱世人,0,0.0,,,118.711,32.1465,0,0.0
万三花园,0,0.0,,,118.793,32.0907,0,0.0
十里长堤Miles Causeway,0,90.0,,,118.817827,32.07134,10,0.0
龙翔园观Longxiang Temple,0,0.0,,,118.772,32.0503,0,0.0
西门广场Ximen Square,0,0.0,,,118.628,32.058,0,0.0
顾毓珍雕像Statue of Gu Yuzhen,0,0.0,,,118.788,32.0611,0,0.0
成语长廊Idiom Gallery,0,0.0,,,118.848,32.0503,0,0.0
金陵大湿地Jinlingda Wetland,0,0.0,,,118.882,31.3193,0,0.0
建邺区莲花新城教堂Jian Yequ Lianhua Xincheng Church,0,0.0,,,118.728,31.9768,0,0.0
傅善祥故居Fushanxiang Former Residence,0,100.0,,,118.792076,32.018322,1,0.0
明恩国公张赫墓神道石马Shintou Stone Horse in front of the Tomb of Zhang He,0,0.0,,,118.7211099811,31.9621415657,0,0.0
贝儿健儿童乐园,0,0.0,,,118.609,31.8638,0,0.0
杨太平烈士纪念碑Yangtaiping Lieshi Monument,0,0.0,,,118.858,32.2741,0,0.0
名人园Celebrity Garden,0,0.0,,,118.716,32.1829,0,0.0
南京市委党校新校区展示中心Nanjing Shiwei Dangxiao Xinxiaoqu Zhanshi Center,0,60.0,,,118.947,32.1031,0,0.0
英烈碑Monument of Heroes,0,90.0,,,118.855,32.095,1,0.0
奥乐奥儿童乐园,0,0.0,,,118.718,32.1507,0,0.0
游戏机,0,0.0,,,118.75,32.1366,0,0.0
基督教芊城聚会点Christian Gathering Place in Qiancheng,0,0.0,,,118.913,32.051,0,0.0
南洋劝业会纪念馆Nanyang Quanyehui Memorial Hall,0,0.0,,,118.7814233808,32.0832258111,0,0.0
笔下生花,0,80.0,,,118.832,32.0474,0,0.0
大通觉堂Datong Hall,0,0.0,,,118.875,32.0614,0,0.0
李起化旧居Former Residence of Li Qihua,0,0.0,,,118.774718,32.070211,0,0.0
花卉馆Flower Pavilion,0,0.0,,,118.764,32.0393,0,0.0
基督教珠江教堂Jidujiao Zhujiang Church,0,0.0,,,118.6440774988,32.0569196857,0,0.0
武家嘴村村史馆Hall of Wujiazui Village History,0,0.0,,,118.904,31.3443,0,0.0
白衣庵Baiyi Nunnery,0,0.0,,,118.789,32.0338,0,0.0
棠仪石轩雨花石,0,0.0,,,118.934,32.335,0,0.0
J52教育文化广场J52 Jiaoyu Culture Square,0,0.0,,,118.738,32.0556,0,0.0
新铜社区-人口文化园Xintong Community Population Cultural Park,0,0.0,,,118.565,31.8022,0,0.0
"凤凰山公园-雨花石展馆Exhibition Hall of Yuhua Stones, Phoenix Mountain Park",0,0.0,,,118.85,32.3554,0,0.0
万寿休闲广场Wanshou Leisure Square,0,0.0,,,118.848,32.1295,0,0.0
冯墙休闲广场Fengqiang Leisure Square,0,0.0,,,118.728,32.1724,0,0.0
